ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Min.u64,Max.u64
rtr.0,send_bit_count,port0,Accumulator,113104660000,0,2728416,696820736,10892,0,256
rtr.0,send_packet_count,port0,Accumulator,113104660000,0,10892,10892,10892,1,1
rtr.0,output_port_stalls,port0,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,idle_time,port0,Accumulator,113104660000,0,113019396000,1966824460815345152,10893,6000,743386000
rtr.0,width_adj_count,port0,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,send_bit_count,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,send_packet_count,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,output_port_stalls,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,idle_time,port1,Accumulator,113104660000,0,113104660000,9070470634880730112,1,113104660000,113104660000
rtr.0,width_adj_count,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,send_bit_count,port2,Accumulator,113104660000,0,2726240,696280064,10883,0,256
rtr.0,send_packet_count,port2,Accumulator,113104660000,0,10883,10883,10883,1,1
rtr.0,output_port_stalls,port2,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,idle_time,port2,Accumulator,113104660000,0,112763876000,1957209742815345152,667,16000,743362000
rtr.0,width_adj_count,port2,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port0,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port2,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port3,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port4,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port5,Accumulator,113104660000,0,0,0,0,0,0
rtr.0,xbar_stalls,port6,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,send_bit_count,port0,Accumulator,113104660000,0,2726240,696280064,10883,0,256
rtr.1,send_packet_count,port0,Accumulator,113104660000,0,10883,10883,10883,1,1
rtr.1,output_port_stalls,port0,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,idle_time,port0,Accumulator,113104660000,0,113019464000,1962600515527345152,10884,6000,743386000
rtr.1,width_adj_count,port0,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,send_bit_count,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,send_packet_count,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,output_port_stalls,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,idle_time,port1,Accumulator,113104660000,0,113104660000,9070470634880730112,1,113104660000,113104660000
rtr.1,width_adj_count,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,send_bit_count,port2,Accumulator,113104660000,0,2728416,696820736,10892,0,256
rtr.1,send_packet_count,port2,Accumulator,113104660000,0,10892,10892,10892,1,1
rtr.1,output_port_stalls,port2,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,idle_time,port2,Accumulator,113104660000,0,112763604000,1961426961223345152,652,220000,743362000
rtr.1,width_adj_count,port2,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port0,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port1,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port2,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port3,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port4,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port5,Accumulator,113104660000,0,0,0,0,0,0
rtr.1,xbar_stalls,port6,Accumulator,113104660000,0,0,0,0,0,0
